Identificador,Fecha,Estado,Tipo,Cuenta,Beneficiario,Categoría,Importe,Divisa,Número,Notas
38238,09/01/2023,R,Withdrawal,ING 2351 Principal,E.S. Disa El Chorrillo,Coche:Gasolina,0.00,EUR,,
38239,09/01/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38240,09/01/2023,R,Withdrawal,ING 2351 Principal,Multienda Angelitos,Comida:Supermercado y Otros,0.00,EUR,,
38241,09/01/2023,R,Withdrawal,ING 2351 Principal,E.S. Disa El Chorrillo,Coche:Gasolina,0.00,EUR,,
38243,10/01/2023,R,Withdrawal,ING 2351 Principal,Farmacia Triviño,Salud:Farmacia,0.00,EUR,,
38244,10/01/2023,R,Withdrawal,ING 2351 Principal,Clinica Dental La Gallega,Salud:Medico,0.00,EUR,,
38245,10/01/2023,R,Withdrawal,ING 2351 Principal,Horno Del Pan,Comida:Supermercado y Otros,0.00,EUR,,
38246,10/01/2023,R,Withdrawal,ING 2351 Principal,CyA,Regalos,0.00,EUR,,
38248,10/01/2023,R,Withdrawal,ING 2351 Principal,CyA,Regalos,0.00,EUR,,
38249,10/01/2023,R,Withdrawal,ING 2351 Principal,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
38250,10/01/2023,R,Withdrawal,ING 2351 Principal,Alehop,Regalos,0.00,EUR,,
38251,11/01/2023,R,Withdrawal,ING 2351 Principal,Churreria La Gallega,Comida:Bares y Restaurantes,0.00,EUR,,
38252,11/01/2023,R,Withdrawal,ING 2351 Principal,Papeleria Frenchy,Regalos,0.00,EUR,,
38253,11/01/2023,R,Withdrawal,ING 2351 Principal,Kiabi,Regalos,0.00,EUR,,
38254,11/01/2023,R,Withdrawal,ING 2351 Principal,Decathlon,Hobbies:Gimnasio,0.00,EUR,,
38255,11/01/2023,R,Withdrawal,ING 2351 Principal,Yelmo Cineplex,"Ocio:Cine, Conciertos y Espectaculos",0.00,EUR,,
38256,12/01/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Gastos Varios,0.00,EUR,,
38257,12/01/2023,R,Withdrawal,ING 2351 Principal,Chino,Gastos Varios,0.00,EUR,,
38258,12/01/2023,R,Withdrawal,ING 2351 Principal,Cafeteria Lumiere,Comida:Bares y Restaurantes,0.00,EUR,,
38259,13/01/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,
38260,13/01/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,
38261,13/01/2023,R,Withdrawal,ING 2351 Principal,Yelmo Cineplex,Comida:Supermercado y Otros,0.00,EUR,,
38262,13/01/2023,R,Withdrawal,ING 2351 Principal,farmacia Luisa Garcia,Salud:Farmacia,0.00,EUR,,
38264,14/01/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,
38265,14/01/2023,R,Withdrawal,ING 2351 Principal,Marcos Peluquero,Belleza:Estetica,0.00,EUR,,
38266,14/01/2023,R,Withdrawal,ING 2351 Principal,E.S. Disa El Chorrillo,Gastos Varios,0.00,EUR,,
38267,14/01/2023,R,Withdrawal,ING 2351 Principal,Repsol,Comida:Supermercado y Otros,0.00,EUR,,
38268,15/01/2023,R,Withdrawal,ING 2351 Principal,El Rincon De Noahna,Comida:Bares y Restaurantes,0.00,EUR,,
38269,15/01/2023,R,Withdrawal,ING 2351 Principal,Bizum,Gastos Varios,0.00,EUR,,
38270,16/01/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38271,17/01/2023,R,Withdrawal,ING 2351 Principal,Hipertrebol,Comida:Supermercado y Otros,0.00,EUR,,
38272,17/01/2023,R,Withdrawal,ING 2351 Principal,Chino,Gastos Varios,0.00,EUR,,
38273,18/01/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,
38274,18/01/2023,R,Withdrawal,ING 2351 Principal,Farmacia Triviño,Salud:Farmacia,0.00,EUR,,
38275,19/01/2023,R,Deposit,ING 2351 Principal,AEAT,Cobros:IRPF,0.00,EUR,,
38278,22/01/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,
38279,22/01/2023,R,Withdrawal,ING 2351 Principal,farmacia Avda la lib,Salud:Farmacia,0.00,EUR,,
38280,22/01/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,
38281,23/01/2023,R,Withdrawal,ING 2351 Principal,Nationale Nederlanden,Seguros:Vida,0.00,EUR,,
38282,23/01/2023,R,Withdrawal,ING 2351 Principal,Nationale Nederlanden,Seguros:Vida,0.00,EUR,,
38283,23/01/2023,R,Withdrawal,ING 2351 Principal,HyM,Regalos,0.00,EUR,,
38284,23/01/2023,R,Withdrawal,ING 2351 Principal,Multienda Angelitos,Comida:Supermercado y Otros,0.00,EUR,,
38285,24/01/2023,R,Deposit,ING 2351 Principal,HyM,Regalos,0.00,EUR,,
38286,24/01/2023,R,Withdrawal,ING 2351 Principal,Ella Manicura,Belleza:Estetica,0.00,EUR,,
38287,24/01/2023,R,Withdrawal,ING 2351 Principal,Multienda Angelitos,Comida:Supermercado y Otros,0.00,EUR,,
38288,24/01/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38290,25/01/2023,R,Withdrawal,ING 2351 Principal,Multienda Angelitos,Comida:Supermercado y Otros,0.00,EUR,,
38291,26/01/2023,R,Withdrawal,ING 2351 Principal,Farmacia,Salud:Farmacia,0.00,EUR,,
38292,26/01/2023,R,Withdrawal,ING 2351 Principal,Kiko,Regalos,0.00,EUR,,
38293,26/01/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Estudios,0.00,EUR,,Curso BLW
38294,26/01/2023,R,Withdrawal,ING 2351 Principal,E.S. Disa El Chorrillo,Coche:Gasolina,0.00,EUR,,
38295,27/01/2023,R,Withdrawal,ING 2351 Principal,Kiabi,Belleza:Ropa,0.00,EUR,,
38296,27/01/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38298,28/01/2023,R,Withdrawal,ING 2351 Principal,Farmacia Triviño,Salud:Farmacia,0.00,EUR,,
38299,28/01/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,
38300,28/01/2023,R,Withdrawal,ING 2351 Principal,Chino,Gastos Varios,0.00,EUR,,
38301,29/01/2023,R,Withdrawal,ING 2351 Principal,Casa Yeye,Comida:Bares y Restaurantes,0.00,EUR,,
38302,30/01/2023,R,Withdrawal,ING 2351 Principal,Burger King,Comida:Bares y Restaurantes,0.00,EUR,,
38303,30/01/2023,R,Withdrawal,ING 2351 Principal,Horno Del Pan,Comida:Supermercado y Otros,0.00,EUR,,
38306,30/01/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38307,31/01/2023,R,Deposit,ING 2351 Principal,Seguridad Social,Sueldo,0.00,EUR,,
38308,31/01/2023,R,Deposit,ING 2351 Principal,Seguridad Social,Sueldo,0.00,EUR,,
38309,31/01/2023,R,Withdrawal,ING 2351 Principal,Cafeteria Lumiere,Comida:Bares y Restaurantes,0.00,EUR,,
38310,31/01/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38311,31/01/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,
38312,31/01/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Gastos Varios,0.00,EUR,,
38313,31/01/2023,R,Deposit,ING 2351 Principal,Desconocido,Gastos Varios,0.00,EUR,,
38316,01/02/2023,R,Withdrawal,ING 2351 Principal,Hipoteca Casa,Prestamos:Intereses,0.00,EUR,,
38317,01/02/2023,R,Withdrawal,ING 2351 Principal,Netflix,Pago Servicios:TV Pay per View,0.00,EUR,,
38318,01/02/2023,R,Withdrawal,ING 2351 Principal,Churreria La Gallega,Comida:Bares y Restaurantes,0.00,EUR,,
38319,01/02/2023,R,Withdrawal,ING 2351 Principal,Carrefour,Comida:Supermercado y Otros,0.00,EUR,,
38320,02/02/2023,R,Withdrawal,ING 2351 Principal,El Rincon De Noahna,Comida:Bares y Restaurantes,0.00,EUR,,
38321,02/02/2023,R,Withdrawal,ING 2351 Principal,El Rincon De Noahna,Comida:Bares y Restaurantes,0.00,EUR,,
38322,03/02/2023,R,Withdrawal,ING 2351 Principal,Churreria La Gallega,Comida:Bares y Restaurantes,0.00,EUR,,
38323,03/02/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Gastos Varios,0.00,EUR,,
38324,03/02/2023,R,Withdrawal,ING 2351 Principal,Encuentro,Regalos,0.00,EUR,,
38325,03/02/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Gastos Varios,0.00,EUR,,
38326,03/02/2023,R,Withdrawal,ING 2351 Principal,Dulceria Diaz,Comida:Bares y Restaurantes,0.00,EUR,,
38327,03/02/2023,R,Withdrawal,ING 2351 Principal,Chino,Belleza:Ropa,0.00,EUR,,
38328,03/02/2023,R,Withdrawal,ING 2351 Principal,Da Canio,Comida:Bares y Restaurantes,0.00,EUR,,
38329,03/02/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38330,04/02/2023,R,Withdrawal,ING 2351 Principal,Museo Ciencia y El Cosmo,Ocio:Atracciones y Parques,0.00,EUR,,
38331,04/02/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,
38332,04/02/2023,R,Deposit,ING 2351 Principal,Bizum,Prestamos:Intereses,0.00,EUR,,
38334,06/02/2023,R,Withdrawal,ING 2351 Principal,Farmacia Triviño,Salud:Farmacia,0.00,EUR,,
38335,06/02/2023,R,Withdrawal,ING 2351 Principal,Farmacia Triviño,Salud:Farmacia,0.00,EUR,,
38336,06/02/2023,R,Withdrawal,ING 2351 Principal,Farmacia Triviño,Salud:Farmacia,0.00,EUR,,
38337,06/02/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38338,06/02/2023,R,Withdrawal,ING 2351 Principal,Manuel Marin,Salud:Medico,0.00,EUR,,
38341,08/02/2023,R,Withdrawal,ING 2351 Principal,Mil Arepas,Comida:Bares y Restaurantes,0.00,EUR,,
38342,08/02/2023,R,Withdrawal,ING 2351 Principal,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
38343,08/02/2023,R,Withdrawal,ING 2351 Principal,Vital Joyas,Belleza:Ropa,0.00,EUR,,
38344,08/02/2023,R,Withdrawal,ING 2351 Principal,Ella Manicura,Belleza:Estetica,0.00,EUR,,
38345,08/02/2023,R,Withdrawal,ING 2351 Principal,Encuentro,Regalos,0.00,EUR,,
38346,08/02/2023,R,Withdrawal,ING 2351 Principal,Chino,Belleza:Ropa,0.00,EUR,,
38348,09/02/2023,R,Withdrawal,ING 2351 Principal,Amazon,Estudios:Libros y Revistas,0.00,EUR,,
38350,09/02/2023,R,Withdrawal,ING 2351 Principal,Ivan Rotonda,Comida:Supermercado y Otros,0.00,EUR,,
38351,09/02/2023,R,Withdrawal,ING 2351 Principal,Cafeteria Lumiere,Comida:Bares y Restaurantes,0.00,EUR,,
38352,09/02/2023,R,Withdrawal,ING 2351 Principal,Multienda Angelitos,Comida:Supermercado y Otros,0.00,EUR,,
38353,09/02/2023,R,Withdrawal,ING 2351 Principal,Multienda Angelitos,Comida:Supermercado y Otros,0.00,EUR,,
38354,09/02/2023,R,Withdrawal,ING 2351 Principal,Pretty Dolly,Gastos Varios,0.00,EUR,,
38355,10/02/2023,R,Withdrawal,ING 2351 Principal,Cafeteria Lumiere,Comida:Bares y Restaurantes,0.00,EUR,,
38356,10/02/2023,R,Withdrawal,ING 2351 Principal,Mar y Lluvia,Comida:Bares y Restaurantes,0.00,EUR,,
38357,10/02/2023,R,Withdrawal,ING 2351 Principal,E.S. Disa El Chorrillo,Coche:Gasolina,0.00,EUR,,
38358,10/02/2023,R,Deposit,ING 2351 Principal,Ing Direct,Inversión:Ganancia cashback y promociones,0.00,EUR,,
38360,12/02/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,
38361,12/02/2023,R,Withdrawal,ING 2351 Principal,Casa Argelio,Comida:Bares y Restaurantes,0.00,EUR,,
38362,12/02/2023,R,Withdrawal,ING 2351 Principal,Natura,Casa:Decoracion y Otros,0.00,EUR,,
38363,12/02/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,
38364,13/02/2023,R,Withdrawal,ING 2351 Principal,Hesperides,Comida:Bares y Restaurantes,0.00,EUR,,
38365,13/02/2023,R,Withdrawal,ING 2351 Principal,Farmacia Triviño,Salud:Farmacia,0.00,EUR,,
38366,13/02/2023,R,Withdrawal,ING 2351 Principal,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
38367,13/02/2023,R,Withdrawal,ING 2351 Principal,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
38368,13/02/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38369,13/02/2023,R,Withdrawal,ING 2351 Principal,Farmacia Triviño,Salud:Farmacia,0.00,EUR,,
38370,14/02/2023,R,Withdrawal,ING 2351 Principal,La Taberna,Comida:Bares y Restaurantes,0.00,EUR,,
38371,14/02/2023,R,Withdrawal,ING 2351 Principal,Ikea,Comida:Bares y Restaurantes,0.00,EUR,,
38372,14/02/2023,R,Withdrawal,ING 2351 Principal,Belros,Comida:Supermercado y Otros,0.00,EUR,,
38373,14/02/2023,R,Withdrawal,ING 2351 Principal,Cafeteria Lumiere,Comida:Bares y Restaurantes,0.00,EUR,,
38374,14/02/2023,R,Withdrawal,ING 2351 Principal,farmacia Luisa Garcia,Salud:Farmacia,0.00,EUR,,
38376,15/02/2023,R,Withdrawal,ING 2351 Principal,E.S. Disa El Chorrillo,Comida:Supermercado y Otros,0.00,EUR,,
38377,15/02/2023,R,Withdrawal,ING 2351 Principal,Don Pelayo,Comida:Bares y Restaurantes,0.00,EUR,,
38380,16/02/2023,R,Withdrawal,ING 2351 Principal,Lidl,Comida:Supermercado y Otros,0.00,EUR,,
38386,17/02/2023,R,Withdrawal,ING 2351 Principal,Multienda Angelitos,Comida:Supermercado y Otros,0.00,EUR,,
38388,19/02/2023,R,Withdrawal,ING 2351 Principal,Hiperdino,Comida:Supermercado y Otros,0.00,EUR,,
38389,19/02/2023,R,Withdrawal,ING 2351 Principal,Hiperdino,Comida:Supermercado y Otros,0.00,EUR,,
38390,19/02/2023,R,Withdrawal,ING 2351 Principal,El Dulce Rincon,Comida:Bares y Restaurantes,0.00,EUR,,
38391,20/02/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38392,20/02/2023,R,Withdrawal,ING 2351 Principal,Haburguesas Mel,Comida:Bares y Restaurantes,0.00,EUR,,
38393,20/02/2023,R,Withdrawal,ING 2351 Principal,Bar El Ruedo,Comida:Bares y Restaurantes,0.00,EUR,,
38394,20/02/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,
38395,21/02/2023,R,Withdrawal,ING 2351 Principal,Nationale Nederlanden,Seguros:Vida,0.00,EUR,,
38396,21/02/2023,R,Withdrawal,ING 2351 Principal,Nationale Nederlanden,Seguros:Vida,0.00,EUR,,
38397,21/02/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,
38398,22/02/2023,R,Withdrawal,ING 2351 Principal,Baby Shower,Gastos Varios,0.00,EUR,,
38399,22/02/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38400,22/02/2023,R,Withdrawal,ING 2351 Principal,Lokura,Belleza:Ropa,0.00,EUR,,
38402,23/02/2023,R,Withdrawal,ING 2351 Principal,Hiperdino,Comida:Supermercado y Otros,0.00,EUR,,
38403,24/02/2023,R,Withdrawal,ING 2351 Principal,Magma Arte Congreso,Ocio:Discoteca y Fiestas,0.00,EUR,,Life in Space
38404,24/02/2023,R,Withdrawal,ING 2351 Principal,Baby Shower,Gastos Varios,0.00,EUR,,
38405,24/02/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,
38406,25/02/2023,R,Deposit,ING 2351 Principal,NTT Data,Sueldo,0.00,EUR,,
38407,25/02/2023,R,Withdrawal,ING 2351 Principal,Decathlon,Regalos,0.00,EUR,,
38408,25/02/2023,R,Withdrawal,ING 2351 Principal,Chino,Gastos Varios,0.00,EUR,,
38409,25/02/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38410,25/02/2023,R,Withdrawal,ING 2351 Principal,Disa,Coche:Gasolina,0.00,EUR,,
38411,26/02/2023,R,Withdrawal,ING 2351 Principal,E.S. Disa El Chorrillo,Comida:Supermercado y Otros,0.00,EUR,,
38412,27/02/2023,R,Withdrawal,ING 2351 Principal,Decathlon,Hobbies:Padel y Tenis,0.00,EUR,,
38413,27/02/2023,R,Withdrawal,ING 2351 Principal,Chino,Gastos Varios,0.00,EUR,,
38414,28/02/2023,R,Deposit,ING 2351 Principal,Seguridad Social,Sueldo,0.00,EUR,,
38415,28/02/2023,R,Deposit,ING 2351 Principal,Seguridad Social,Sueldo,0.00,EUR,,
38416,28/02/2023,R,Withdrawal,ING 2351 Principal,Tecnisur,Hobbies:Padel y Tenis,0.00,EUR,,
38417,28/02/2023,R,Withdrawal,ING 2351 Principal,Multienda Angelitos,Comida:Supermercado y Otros,0.00,EUR,,
38418,28/02/2023,R,Withdrawal,ING 2351 Principal,Carrefour,Comida:Supermercado y Otros,0.00,EUR,,
38419,28/02/2023,R,Withdrawal,ING 2351 Principal,Alehop,Gastos Varios,0.00,EUR,,
38422,01/03/2023,R,Withdrawal,ING 2351 Principal,Hipoteca Casa,Prestamos:Intereses,0.00,EUR,,
38423,01/03/2023,R,Withdrawal,ING 2351 Principal,Netflix,Pago Servicios:TV Pay per View,0.00,EUR,,
38424,01/03/2023,R,Deposit,ING 2351 Principal,Gomez Asesores,Sueldo,0.00,EUR,,
38425,01/03/2023,R,Withdrawal,ING 2351 Principal,Magma Arte Congreso,Ocio:Discoteca y Fiestas,0.00,EUR,,Life in Space
38426,01/03/2023,R,Withdrawal,ING 2351 Principal,CyA,Regalos,0.00,EUR,,
38427,01/03/2023,R,Withdrawal,ING 2351 Principal,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
38429,01/03/2023,R,Withdrawal,ING 2351 Principal,Wacon,Comida:Bares y Restaurantes,0.00,EUR,,
38430,01/03/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,
38431,02/03/2023,R,Withdrawal,ING 2351 Principal,El Cordero,Comida:Bares y Restaurantes,0.00,EUR,,
38432,02/03/2023,R,Deposit,ING 2351 Principal,Desconocido,Hobbies:Padel y Tenis,0.00,EUR,,
38433,02/03/2023,R,Withdrawal,ING 2351 Principal,Farmacia Triviño,Salud:Farmacia,0.00,EUR,,
38434,02/03/2023,R,Withdrawal,ING 2351 Principal,Farmacia Triviño,Salud:Farmacia,0.00,EUR,,
38435,02/03/2023,R,Deposit,ING 2351 Principal,Ing Direct,Inversión:Ganancia cashback y promociones,0.00,EUR,,Plan amigo ulises
38436,02/03/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38438,03/03/2023,R,Withdrawal,ING 2351 Principal,Multienda Angelitos,Comida:Supermercado y Otros,0.00,EUR,,
38439,03/03/2023,R,Withdrawal,ING 2351 Principal,Multienda Angelitos,Comida:Supermercado y Otros,0.00,EUR,,
38440,04/03/2023,R,Withdrawal,ING 2351 Principal,Ives Rocher,Regalos,0.00,EUR,,
38441,04/03/2023,R,Withdrawal,ING 2351 Principal,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
38442,04/03/2023,R,Withdrawal,ING 2351 Principal,RKS,Regalos,0.00,EUR,,
38444,04/03/2023,R,Withdrawal,ING 2351 Principal,Lokura,Belleza:Ropa,0.00,EUR,,
38445,04/03/2023,R,Deposit,ING 2351 Principal,AEAT,Cobros:IRPF,0.00,EUR,,
38446,07/03/2023,R,Withdrawal,ING 2351 Principal,Farmacia Triviño,Salud:Farmacia,0.00,EUR,,
38447,07/03/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38448,08/03/2023,R,Withdrawal,ING 2351 Principal,HyM,Belleza:Ropa,0.00,EUR,,
38449,08/03/2023,R,Withdrawal,ING 2351 Principal,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
38450,08/03/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,
38451,08/03/2023,R,Withdrawal,ING 2351 Principal,Tecnisur,Hobbies:Padel y Tenis,0.00,EUR,,
38452,08/03/2023,R,Withdrawal,ING 2351 Principal,E.S. Disa El Chorrillo,Coche:Gasolina,0.00,EUR,,
38454,09/03/2023,R,Withdrawal,ING 2351 Principal,Carrefour,Comida:Supermercado y Otros,0.00,EUR,,
38455,09/03/2023,R,Withdrawal,ING 2351 Principal,Multienda Angelitos,Comida:Supermercado y Otros,0.00,EUR,,
38456,09/03/2023,R,Withdrawal,ING 2351 Principal,Mcdonald,Comida:Bares y Restaurantes,0.00,EUR,,
38459,10/03/2023,R,Withdrawal,ING 2351 Principal,Guarapo,Comida:Bares y Restaurantes,0.00,EUR,,
38460,11/03/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38461,12/03/2023,R,Withdrawal,ING 2351 Principal,Fruteria Los Olivos,Comida:Supermercado y Otros,0.00,EUR,,
38462,12/03/2023,R,Withdrawal,ING 2351 Principal,El Rincon De Noahna,Comida:Bares y Restaurantes,0.00,EUR,,
38463,12/03/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,
38464,13/03/2023,R,Withdrawal,ING 2351 Principal,CyA,Regalos,0.00,EUR,,
38465,13/03/2023,R,Withdrawal,ING 2351 Principal,HyM,Belleza:Ropa,0.00,EUR,,
38466,14/03/2023,R,Withdrawal,ING 2351 Principal,Lidl,Comida:Supermercado y Otros,0.00,EUR,,
38467,14/03/2023,R,Withdrawal,ING 2351 Principal,Chino,Gastos Varios,0.00,EUR,,
38468,14/03/2023,R,Withdrawal,ING 2351 Principal,Multienda Angelitos,Comida:Supermercado y Otros,0.00,EUR,,
38469,15/03/2023,R,Withdrawal,ING 2351 Principal,Taxi,Transporte,0.00,EUR,,
38471,15/03/2023,R,Withdrawal,ING 2351 Principal,Rambla46,Comida:Bares y Restaurantes,0.00,EUR,,
38472,15/03/2023,R,Withdrawal,ING 2351 Principal,Bar Don Pollito,Comida:Bares y Restaurantes,0.00,EUR,,
38473,15/03/2023,R,Withdrawal,ING 2351 Principal,Hiperdino,Comida:Supermercado y Otros,0.00,EUR,,
38474,16/03/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,
38475,16/03/2023,R,Withdrawal,ING 2351 Principal,Casa Martin,Comida:Bares y Restaurantes,0.00,EUR,,
38476,17/03/2023,R,Withdrawal,ING 2351 Principal,Interjuguetes,Gastos Varios,0.00,EUR,,
38477,17/03/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Gastos Varios,0.00,EUR,,
38478,17/03/2023,R,Withdrawal,ING 2351 Principal,Baby Shower,Gastos Varios,0.00,EUR,,
38479,17/03/2023,R,Withdrawal,ING 2351 Principal,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,
38480,17/03/2023,R,Withdrawal,ING 2351 Principal,Ribera De Triana,Comida:Bares y Restaurantes,0.00,EUR,,
38482,18/03/2023,R,Withdrawal,ING 2351 Principal,Casa De Las Carcasas,Pago Servicios:Telefonia,0.00,EUR,,
38483,18/03/2023,R,Withdrawal,ING 2351 Principal,Alcampo,Gastos Varios,0.00,EUR,,
38484,18/03/2023,R,Withdrawal,ING 2351 Principal,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
38485,18/03/2023,R,Withdrawal,ING 2351 Principal,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
38486,19/03/2023,R,Withdrawal,ING 2351 Principal,La Masa Pastelera,Comida:Supermercado y Otros,0.00,EUR,,
38487,19/03/2023,R,Withdrawal,ING 2351 Principal,El Rincon De Noahna,Comida:Bares y Restaurantes,0.00,EUR,,
38488,20/03/2023,R,Withdrawal,ING 2351 Principal,E.S. Disa El Chorrillo,Coche:Gasolina,0.00,EUR,,
38490,20/03/2023,R,Withdrawal,ING 2351 Principal,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
38491,20/03/2023,R,Withdrawal,ING 2351 Principal,CyA,Regalos,0.00,EUR,,
38492,20/03/2023,R,Withdrawal,ING 2351 Principal,Clinica Dental La Gallega,Salud:Medico,0.00,EUR,,
38493,20/03/2023,R,Withdrawal,ING 2351 Principal,Guachinche Como en Casa,Comida:Bares y Restaurantes,0.00,EUR,,
38494,20/03/2023,R,Withdrawal,ING 2351 Principal,RY Peluqueras,Belleza:Estetica,0.00,EUR,,
38495,21/03/2023,R,Withdrawal,ING 2351 Principal,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
38497,22/03/2023,R,Withdrawal,ING 2351 Principal,Nationale Nederlanden,Seguros:Vida,0.00,EUR,,
38498,22/03/2023,R,Withdrawal,ING 2351 Principal,Nationale Nederlanden,Seguros:Vida,0.00,EUR,,
38501,22/03/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38502,22/03/2023,R,Withdrawal,ING 2351 Principal,E.S. Disa El Chorrillo,Coche:Gasolina,0.00,EUR,,
38503,22/03/2023,R,Withdrawal,ING 2351 Principal,Hipertrebol,Comida:Supermercado y Otros,0.00,EUR,,
38504,22/03/2023,R,Deposit,ING 2351 Principal,AEAT,Cobros:IRPF,0.00,EUR,,
38505,23/03/2023,R,Withdrawal,ING 2351 Principal,Marcos Peluquero,Belleza:Estetica,0.00,EUR,,
38506,23/03/2023,R,Withdrawal,ING 2351 Principal,Moebaby,Gastos Varios,0.00,EUR,,Chupetero
38507,23/03/2023,R,Withdrawal,ING 2351 Principal,Tecnisur,Hobbies:Padel y Tenis,0.00,EUR,,
38508,23/03/2023,R,Withdrawal,ING 2351 Principal,Joma Peluqueros,Belleza:Estetica,0.00,EUR,,
38509,24/03/2023,R,Withdrawal,ING 2351 Principal,Nationale Nederlanden,Seguros:Hogar,0.00,EUR,,
38511,24/03/2023,R,Withdrawal,ING 2351 Principal,Hipertrebol,Comida:Supermercado y Otros,0.00,EUR,,
38512,24/03/2023,R,Withdrawal,ING 2351 Principal,Bar El Ruedo,Comida:Bares y Restaurantes,0.00,EUR,,
38514,24/03/2023,R,Withdrawal,ING 2351 Principal,Mi Perrito,Comida:Bares y Restaurantes,0.00,EUR,,
38515,24/03/2023,R,Withdrawal,ING 2351 Principal,Tecnisur,Comida:Bares y Restaurantes,0.00,EUR,,
38517,25/03/2023,R,Withdrawal,ING 2351 Principal,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
38518,26/03/2023,R,Withdrawal,ING 2351 Principal,Bizum,Gastos Varios,0.00,EUR,,
